StatCollector Log Time: 2016-10-06--00-19-13



SIDnet-SWANS Simulation Log File

GroupBy parameters:

<repeatIndex>		2
<experimentsTargetDirectory>		.
<runId>		1
<experimentId>		1
<experimentTag>		DM
<statsLoggingInterval[s]>		60000000000 


 <header> 	Time	DATA_PacketSentContor	DATA_PacketReceivedContor	DATA_PacketReceivedPercentage	DATA_PacketDeliveryLatency_MAX	SEND_PACKET_Contor	RECEIVE_PACKET_Contor	SINK_RECEIVED_TAGET_Contor	SINK_RECEIVED_DATAVALUES_Contor	MESSAGE_HOPS_Contor	A_EnergyLeftPercentage_AVG	 
 <row> 1.6	0	0	0	0	8589.0	8285.0	0.0	8285.0	339685.0	99.31	 
 <row> 1.6	0	0	0	0	8848.0	8523.0	0.0	8523.0	349443.0	99.3	 
 <row> 1.6	0	0	0	0	9115.0	8762.0	0.0	8762.0	359242.0	99.28	 
 <row> 1.6	0	0	0	0	9377.0	8995.0	0.0	8995.0	368795.0	99.26	 
 <row> 1.6	0	0	0	0	9630.0	9226.0	0.0	9226.0	378266.0	99.25	 
 <row> 1.6	0	0	0	0	9889.0	9468.0	0.0	9468.0	388188.0	99.23	 
 <row> 1.6	0	0	0	0	10158.0	9710.0	0.0	9710.0	398110.0	99.21	 
 <row> 1.7	0	0	0	0	10410.0	9938.0	0.0	9938.0	407458.0	99.2	 
 <row> 1.7	0	0	0	0	10692.0	10190.0	0.0	10190.0	417790.0	99.18	 
 <row> 1.7	0	0	0	0	10953.0	10427.0	0.0	10427.0	427507.0	99.16	 
 <row> 1.7	0	0	0	0	11216.0	10663.0	0.0	10663.0	437183.0	99.15	 
 <row> 1.7	0	0	0	0	11494.0	10913.0	0.0	10913.0	447433.0	99.13	 
 <row> 1.8	0	0	0	0	11752.0	11143.0	0.0	11143.0	456863.0	99.11	 
 <row> 1.8	0	0	0	0	12019.0	11378.0	0.0	11378.0	466498.0	99.1	 
 <row> 1.8	0	0	0	0	12284.0	11618.0	0.0	11618.0	476338.0	99.08	 
 <row> 1.8	0	0	0	0	12549.0	11851.0	0.0	11851.0	485891.0	99.06	 
 <row> 1.8	0	0	0	0	12808.0	12083.0	0.0	12083.0	495403.0	99.05	 
 <row> 1.8	0	0	0	0	13079.0	12327.0	0.0	12327.0	505407.0	99.03	 
 <row> 1.8	0	0	0	0	13328.0	12555.0	0.0	12555.0	514755.0	99.01	 
 <row> 1.9	0	0	0	0	13599.0	12794.0	0.0	12794.0	524554.0	99.0	 
 <row> 1.9	0	0	0	0	13873.0	13039.0	0.0	13039.0	534599.0	98.98	 
 <row> 1.9	0	0	0	0	14124.0	13261.0	0.0	13261.0	543701.0	98.96	 
 <row> 1.9	0	0	0	0	14405.0	13500.0	0.0	13500.0	553500.0	98.95	 
 <row> 1.9	0	0	0	0	14662.0	13726.0	0.0	13726.0	562766.0	98.93	 
 <row> 2.0	0	0	0	0	14930.0	13955.0	0.0	13955.0	572155.0	98.91	 
 <row> 2.0	0	0	0	0	15188.0	14182.0	0.0	14182.0	581462.0	98.9	 
 <row> 2.0	0	0	0	0	15458.0	14421.0	0.0	14421.0	591261.0	98.88	 
 <row> 2.0	0	0	0	0	15725.0	14652.0	0.0	14652.0	600732.0	98.87	 
 <row> 2.0	0	0	0	0	15990.0	14882.0	0.0	14882.0	610162.0	98.85	 
 <row> 2.0	0	0	0	0	16258.0	15118.0	0.0	15118.0	619838.0	98.83	 
 <row> 2.0	0	0	0	0	16518.0	15344.0	0.0	15344.0	629104.0	98.82	 
 <row> 2.1	0	0	0	0	16790.0	15578.0	0.0	15578.0	638698.0	98.8	 
 <row> 2.1	0	0	0	0	17039.0	15805.0	0.0	15805.0	648005.0	98.79	 
 <row> 2.1	0	0	0	0	17314.0	16039.0	0.0	16039.0	657599.0	98.77	 
 <row> 2.1	0	0	0	0	17572.0	16256.0	0.0	16256.0	666496.0	98.75	 
 <row> 2.1	0	0	0	0	17851.0	16503.0	0.0	16503.0	676623.0	98.74	 
 <row> 2.2	0	0	0	0	18100.0	16715.0	0.0	16715.0	685315.0	98.72	 
 <row> 2.2	0	0	0	0	18371.0	16949.0	0.0	16949.0	694909.0	98.7	 
 <row> 2.2	0	0	0	0	18627.0	17175.0	0.0	17175.0	704175.0	98.69	 
 <row> 2.2	0	0	0	0	18891.0	17403.0	0.0	17403.0	713523.0	98.67	 
 <row> 2.2	0	0	0	0	19180.0	17664.0	0.0	17664.0	724224.0	98.65	 
 <row> 2.2	0	0	0	0	19435.0	17889.0	0.0	17889.0	733449.0	98.64	 
 <row> 2.2	0	0	0	0	19711.0	18129.0	0.0	18129.0	743289.0	98.62	 
 <row> 2.3	0	0	0	0	19964.0	18344.0	0.0	18344.0	752104.0	98.6	 
 <row> 2.3	0	0	0	0	20236.0	18572.0	0.0	18572.0	761452.0	98.59	 
 <row> 2.3	0	0	0	0	20500.0	18803.0	0.0	18803.0	770923.0	98.57	 
 <row> 2.3	0	0	0	0	20777.0	19035.0	0.0	19035.0	780435.0	98.56	 
 <row> 2.3	0	0	0	0	21045.0	19266.0	0.0	19266.0	789906.0	98.54	 
 <row> 2.4	0	0	0	0	21298.0	19477.0	0.0	19477.0	798557.0	98.52	 
 <row> 2.4	0	0	0	0	21578.0	19720.0	0.0	19720.0	808520.0	98.51	 
 <row> 2.4	0	0	0	0	21836.0	19942.0	0.0	19942.0	817622.0	98.49	 
 <row> 2.4	0	0	0	0	22110.0	20168.0	0.0	20168.0	826888.0	98.48	 
 <row> 2.4	0	0	0	0	22364.0	20385.0	0.0	20385.0	835785.0	98.46	 
 <row> 2.4	0	0	0	0	22644.0	20620.0	0.0	20620.0	845420.0	98.44	 
 <row> 2.4	0	0	0	0	22904.0	20838.0	0.0	20838.0	854358.0	98.43	 
 <row> 2.5	0	0	0	0	23175.0	21074.0	0.0	21074.0	864034.0	98.41	 
 <row> 2.5	0	0	0	0	23436.0	21288.0	0.0	21288.0	872808.0	98.4	 
 <row> 2.5	0	0	0	0	23709.0	21507.0	0.0	21507.0	881787.0	98.38	 
 <row> 2.5	0	0	0	0	23964.0	21709.0	0.0	21709.0	890069.0	98.36	 
 <row> 2.5	0	0	0	0	24245.0	21932.0	0.0	21932.0	899212.0	98.35	 
 <row> 2.6	0	0	0	0	24509.0	22138.0	0.0	22138.0	907658.0	98.33	 
 <row> 2.6	0	0	0	0	24772.0	22356.0	0.0	22356.0	916596.0	98.32	 
 <row> 2.6	0	0	0	0	25034.0	22560.0	0.0	22560.0	924960.0	98.3	 
 <row> 2.6	0	0	0	0	25280.0	22765.0	0.0	22765.0	933365.0	98.29	 
 <row> 2.6	0	0	0	0	25562.0	22999.0	0.0	22999.0	942959.0	98.27	 
 <row> 2.6	0	0	0	0	25818.0	23202.0	0.0	23202.0	951282.0	98.25	 
 <row> 2.6	0	0	0	0	26093.0	23424.0	0.0	23424.0	960384.0	98.24	 
 <row> 2.7	0	0	0	0	26361.0	23643.0	0.0	23643.0	969363.0	98.22	 
 <row> 2.7	0	0	0	0	26623.0	23849.0	0.0	23849.0	977809.0	98.21	 
 <row> 2.7	0	0	0	0	26903.0	24075.0	0.0	24075.0	987075.0	98.19	 
 <row> 2.7	0	0	0	0	27161.0	24280.0	0.0	24280.0	995480.0	98.18	 
 <row> 2.7	0	0	0	0	27409.0	24470.0	0.0	24470.0	1003270.0	98.16	 
 <row> 2.8	0	0	0	0	27680.0	24668.0	0.0	24668.0	1011388.0	98.14	 
 <row> 2.8	0	0	0	0	27960.0	24868.0	0.0	24868.0	1019588.0	98.13	 
 <row> 2.8	0	0	0	0	28222.0	25059.0	0.0	25059.0	1027419.0	98.11	 
 <row> 2.8	0	0	0	0	28493.0	25253.0	0.0	25253.0	1035373.0	98.1	 
 <row> 2.8	0	0	0	0	28765.0	25443.0	0.0	25443.0	1043163.0	98.08	 
 <row> 2.8	0	0	0	0	29014.0	25614.0	0.0	25614.0	1050174.0	98.07	 
 <row> 2.8	0	0	0	0	29290.0	25818.0	0.0	25818.0	1058538.0	98.04	 
 <row> 2.9	0	0	0	0	29557.0	26006.0	0.0	26006.0	1066246.0	98.03	 
 <row> 2.9	0	0	0	0	29825.0	26189.0	0.0	26189.0	1073749.0	98.01	 
 <row> 2.9	0	0	0	0	30093.0	26393.0	0.0	26393.0	1082113.0	98.0	 
 <row> 2.9	0	0	0	0	30352.0	26568.0	0.0	26568.0	1089288.0	97.98	 
 <row> 2.9	0	0	0	0	30630.0	26760.0	0.0	26760.0	1097160.0	97.97	 
 <row> 3.0	0	0	0	0	30893.0	26931.0	0.0	26931.0	1104171.0	97.95	 
 <row> 3.0	0	0	0	0	31149.0	27118.0	0.0	27118.0	1111838.0	97.94	 
 <row> 3.0	0	0	0	0	31419.0	27287.0	0.0	27287.0	1118767.0	97.92	 
 <row> 3.0	0	0	0	0	31680.0	27472.0	0.0	27472.0	1126352.0	97.91	 
 <row> 3.0	0	0	0	0	31950.0	27658.0	0.0	27658.0	1133978.0	97.89	 
 <row> 3.0	0	0	0	0	32209.0	27835.0	0.0	27835.0	1141235.0	97.88	 
 <row> 3.0	0	0	0	0	32468.0	28008.0	0.0	28008.0	1148328.0	97.86	 
 <row> 3.1	0	0	0	0	32736.0	28172.0	0.0	28172.0	1155052.0	97.85	 
 <row> 3.1	0	0	0	0	32994.0	28321.0	0.0	28321.0	1161161.0	97.84	 
 <row> 3.1	0	0	0	0	33263.0	28468.0	0.0	28468.0	1167188.0	97.82	 
 <row> 3.1	0	0	0	0	33535.0	28623.0	0.0	28623.0	1173543.0	97.81	 
 <row> 3.1	0	0	0	0	33800.0	28766.0	0.0	28766.0	1179406.0	97.79	 
